Model,Level,Scenario,Service,Users,Metric,Value
MicroRCA,high,scenario_B,orders,100,Precision@3,0.0
MicroRCA,low,scenario_B,orders,100,Precision@1,0.0
MicroRCA,low,scenario_B,orders,100,Precision@1,0.0
MicroRCA,low,scenario_B,orders,100,Precision@1,0.0
MicroRCA,low,scenario_B,orders,100,Precision@1,0.0
MicroRCA,low,scenario_B,orders,100,Precision@1,0.0
MicroRCA,low,scenario_B,orders,100,Precision@1,0.0
MicroRCA,low,scenario_B,orders,100,Precision@1,0.0
MicroRCA,low,scenario_B,orders,100,Precision@1,0.0
MicroRCA,low,scenario_B,orders,100,Precision@1,0.0
MicroRCA,low,scenario_B,orders,100,Precision@1,0.0
MicroRCA,low,scenario_B,orders,100,Precision@1,0.0
MicroRCA,low,scenario_B,orders,100,Precision@1,0.0
MicroRCA,low,scenario_B,orders,100,Precision@1,0.0
MicroRCA,low,scenario_B,orders,100,Precision@1,0.0
MicroRCA,low,scenario_B,orders,100,Precision@1,0.0
MicroRCA,low,scenario_B,orders,100,Precision@1,0.0
MicroRCA,low,scenario_B,orders,100,Precision@1,0.0
MicroRCA,low,scenario_B,orders,100,Precision@1,0.0
MicroRCA,low,scenario_B,orders,100,Precision@1,0.0
MicroRCA,low,scenario_B,orders,100,Precision@1,0.0
MicroRCA,low,scenario_B,orders,100,Precision@1,0.0
MicroRCA,low,scenario_B,orders,100,Precision@1,1.0
MicroRCA,low,scenario_B,orders,100,Precision@1,0.0
MicroRCA,low,scenario_B,orders,100,Precision@1,0.0
MicroRCA,low,scenario_B,orders,100,Precision@1,0.0
MicroRCA,low,scenario_B,orders,100,Precision@1,0.0
MicroRCA,low,scenario_B,orders,100,Precision@1,0.0
MicroRCA,low,scenario_B,orders,100,Precision@1,0.0
MicroRCA,low,scenario_B,orders,100,Precision@1,0.0
MicroRCA,low,scenario_B,orders,100,Precision@1,0.0
MicroRCA,low,scenario_B,orders,100,Precision@2,0.5
MicroRCA,low,scenario_B,orders,100,Precision@2,0.5
MicroRCA,low,scenario_B,orders,100,Precision@2,0.5
MicroRCA,low,scenario_B,orders,100,Precision@2,0.5
MicroRCA,low,scenario_B,orders,100,Precision@2,0.5
MicroRCA,low,scenario_B,orders,100,Precision@2,0.5
MicroRCA,low,scenario_B,orders,100,Precision@2,0.5
MicroRCA,low,scenario_B,orders,100,Precision@2,0.5
MicroRCA,low,scenario_B,orders,100,Precision@2,0.5
MicroRCA,low,scenario_B,orders,100,Precision@2,0.5
MicroRCA,low,scenario_B,orders,100,Precision@2,0.5
MicroRCA,low,scenario_B,orders,100,Precision@2,0.5
MicroRCA,low,scenario_B,orders,100,Precision@2,0.5
MicroRCA,low,scenario_B,orders,100,Precision@2,0.5
MicroRCA,low,scenario_B,orders,100,Precision@2,0.0
MicroRCA,low,scenario_B,orders,100,Precision@2,0.5
MicroRCA,low,scenario_B,orders,100,Precision@2,0.5
MicroRCA,low,scenario_B,orders,100,Precision@2,0.5
MicroRCA,low,scenario_B,orders,100,Precision@2,0.5
MicroRCA,low,scenario_B,orders,100,Precision@2,0.0
MicroRCA,low,scenario_B,orders,100,Precision@2,0.0
MicroRCA,low,scenario_B,orders,100,Precision@2,0.5
MicroRCA,low,scenario_B,orders,100,Precision@2,0.5
MicroRCA,low,scenario_B,orders,100,Precision@2,0.5
MicroRCA,low,scenario_B,orders,100,Precision@2,0.5
MicroRCA,low,scenario_B,orders,100,Precision@2,0.0
MicroRCA,low,scenario_B,orders,100,Precision@2,0.0
MicroRCA,low,scenario_B,orders,100,Precision@2,0.5
MicroRCA,low,scenario_B,orders,100,Precision@2,0.0
MicroRCA,low,scenario_B,orders,100,Precision@2,0.0
MicroRCA,low,scenario_B,orders,100,Precision@3,0.3333333333333333
MicroRCA,low,scenario_B,orders,100,Precision@3,0.3333333333333333
MicroRCA,low,scenario_B,orders,100,Precision@3,0.3333333333333333
MicroRCA,low,scenario_B,orders,100,Precision@3,0.3333333333333333
MicroRCA,low,scenario_B,orders,100,Precision@3,0.3333333333333333
MicroRCA,low,scenario_B,orders,100,Precision@3,0.3333333333333333
MicroRCA,low,scenario_B,orders,100,Precision@3,0.3333333333333333
MicroRCA,low,scenario_B,orders,100,Precision@3,0.3333333333333333
MicroRCA,low,scenario_B,orders,100,Precision@3,0.3333333333333333
MicroRCA,low,scenario_B,orders,100,Precision@3,0.3333333333333333
MicroRCA,low,scenario_B,orders,100,Precision@3,0.3333333333333333
MicroRCA,low,scenario_B,orders,100,Precision@3,0.3333333333333333
MicroRCA,low,scenario_B,orders,100,Precision@3,0.3333333333333333
MicroRCA,low,scenario_B,orders,100,Precision@3,0.3333333333333333
MicroRCA,low,scenario_B,orders,100,Precision@3,0.3333333333333333
MicroRCA,low,scenario_B,orders,100,Precision@3,0.3333333333333333
MicroRCA,low,scenario_B,orders,100,Precision@3,0.3333333333333333
MicroRCA,low,scenario_B,orders,100,Precision@3,0.3333333333333333
MicroRCA,low,scenario_B,orders,100,Precision@3,0.3333333333333333
MicroRCA,low,scenario_B,orders,100,Precision@3,0.3333333333333333
MicroRCA,low,scenario_B,orders,100,Precision@3,0.3333333333333333
MicroRCA,low,scenario_B,orders,100,Precision@3,0.3333333333333333
MicroRCA,low,scenario_B,orders,100,Precision@3,0.3333333333333333
MicroRCA,low,scenario_B,orders,100,Precision@3,0.3333333333333333
MicroRCA,low,scenario_B,orders,100,Precision@3,0.3333333333333333
MicroRCA,low,scenario_B,orders,100,Precision@3,0.3333333333333333
MicroRCA,low,scenario_B,orders,100,Precision@3,0.3333333333333333
MicroRCA,low,scenario_B,orders,100,Precision@3,0.3333333333333333
MicroRCA,low,scenario_B,orders,100,Precision@3,0.3333333333333333
MicroRCA,low,scenario_B,orders,100,Precision@3,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,default,scenario_B,orders,1000,Precision@2,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,default,scenario_B,orders,1000,Precision@2,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,default,scenario_B,orders,1000,Precision@2,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,default,scenario_B,orders,1000,Precision@2,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,default,scenario_B,orders,1000,Precision@2,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,default,scenario_B,orders,1000,Precision@2,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,default,scenario_B,orders,1000,Precision@2,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,default,scenario_B,orders,1000,Precision@2,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,default,scenario_B,orders,1000,Precision@2,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,default,scenario_B,orders,1000,Precision@2,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,default,scenario_B,orders,1000,Precision@2,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,default,scenario_B,orders,1000,Precision@2,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,default,scenario_B,orders,1000,Precision@2,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,default,scenario_B,orders,1000,Precision@2,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,default,scenario_B,orders,1000,Precision@2,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,default,scenario_B,orders,1000,Precision@2,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,default,scenario_B,orders,1000,Precision@2,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,default,scenario_B,orders,1000,Precision@2,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,default,scenario_B,orders,1000,Precision@2,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,default,scenario_B,orders,1000,Precision@2,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,default,scenario_B,orders,1000,Precision@2,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,default,scenario_B,orders,1000,Precision@2,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,default,scenario_B,orders,1000,Precision@2,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,default,scenario_B,orders,1000,Precision@2,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,default,scenario_B,orders,1000,Precision@2,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,default,scenario_B,orders,1000,Precision@2,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,default,scenario_B,orders,1000,Precision@2,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,default,scenario_B,orders,1000,Precision@2,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,default,scenario_B,orders,1000,Precision@2,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,default,scenario_B,orders,1000,Precision@2,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@3,0.3333333333333333
MicroRCA,default,scenario_B,orders,1000,Precision@3,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@3,0.3333333333333333
MicroRCA,default,scenario_B,orders,1000,Precision@3,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@3,0.3333333333333333
MicroRCA,default,scenario_B,orders,1000,Precision@3,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@3,0.3333333333333333
MicroRCA,default,scenario_B,orders,1000,Precision@3,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@3,0.3333333333333333
MicroRCA,default,scenario_B,orders,1000,Precision@3,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@3,0.3333333333333333
MicroRCA,default,scenario_B,orders,1000,Precision@3,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@3,0.3333333333333333
MicroRCA,default,scenario_B,orders,1000,Precision@3,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@3,0.3333333333333333
MicroRCA,default,scenario_B,orders,1000,Precision@3,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@3,0.3333333333333333
MicroRCA,default,scenario_B,orders,1000,Precision@3,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@3,0.3333333333333333
MicroRCA,default,scenario_B,orders,1000,Precision@3,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@3,0.3333333333333333
MicroRCA,default,scenario_B,orders,1000,Precision@3,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@3,0.3333333333333333
MicroRCA,default,scenario_B,orders,1000,Precision@3,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@3,0.3333333333333333
MicroRCA,default,scenario_B,orders,1000,Precision@3,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@3,0.3333333333333333
MicroRCA,default,scenario_B,orders,1000,Precision@3,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@3,0.3333333333333333
MicroRCA,default,scenario_B,orders,1000,Precision@3,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@3,0.3333333333333333
MicroRCA,default,scenario_B,orders,1000,Precision@3,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@3,0.3333333333333333
MicroRCA,default,scenario_B,orders,1000,Precision@3,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@3,0.3333333333333333
MicroRCA,default,scenario_B,orders,1000,Precision@3,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@3,0.3333333333333333
MicroRCA,default,scenario_B,orders,1000,Precision@3,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@3,0.3333333333333333
MicroRCA,default,scenario_B,orders,1000,Precision@3,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@3,0.3333333333333333
MicroRCA,default,scenario_B,orders,1000,Precision@3,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@3,0.3333333333333333
MicroRCA,default,scenario_B,orders,1000,Precision@3,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@3,0.3333333333333333
MicroRCA,default,scenario_B,orders,1000,Precision@3,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@3,0.3333333333333333
MicroRCA,default,scenario_B,orders,1000,Precision@3,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@3,0.3333333333333333
MicroRCA,default,scenario_B,orders,1000,Precision@3,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@3,0.3333333333333333
MicroRCA,default,scenario_B,orders,1000,Precision@3,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@3,0.3333333333333333
MicroRCA,default,scenario_B,orders,1000,Precision@3,0.0
MicroRCA,default,scenario_B,orders,1000,Precision@3,0.3333333333333333
MicroRCA,default,scenario_B,orders,1000,Precision@3,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@3,0.3333333333333333
MicroRCA,default,scenario_B,orders,1000,Precision@3,1.0
MicroRCA,default,scenario_B,orders,1000,Precision@3,0.3333333333333333
MicroRCA,default,scenario_B,orders,1000,Precision@3,1.0
MicroRCA,high,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,high,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,high,scenario_B,orders,1000,Precision@1,1.0
MicroRCA,high,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,high,scenario_B,orders,1000,Precision@1,1.0
MicroRCA,high,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,high,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,high,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,high,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,high,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,high,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,high,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,high,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,high,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,high,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,high,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,high,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,high,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,high,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,high,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,high,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,high,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,high,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,high,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,high,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,high,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,high,scenario_B,orders,1000,Precision@1,1.0
MicroRCA,high,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,high,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,high,scenario_B,orders,1000,Precision@1,0.0
MicroRCA,high,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,high,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,high,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,high,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,high,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,high,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,high,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,high,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,high,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,high,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,high,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,high,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,high,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,high,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,high,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,high,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,high,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,high,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,high,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,high,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,high,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,high,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,high,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,high,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,high,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,high,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,high,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,high,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,high,scenario_B,orders,1000,Precision@2,0.5
MicroRCA,high,scenario_B,orders,1000,Precision@2,0.5
